Id,SalePrice
1461,154426.59638888747
1462,143262.87534709898
1463,222393.29328192948
1464,226121.42093591325
1465,205596.0569188397
1466,223325.32519542542
1468,212140.9422334741
1469,159086.75595636718
1470,145106.27725392804
1471,189751.51438940867
1472,99436.71349262685
1473,87340.96053734241
1474,175791.69760713234
1475,102232.80923311468
1476,248490.18685981588
1477,241033.93155184833
1478,237305.80389786456
1479,227053.4528494092
1480,255946.44216778342
1481,251286.2826003037
1482,203731.9930918478
1483,246626.123032824
1484,205596.0569188397
1485,215869.06988745788
1486,212140.9422334741
1487,197249.09353770185
1488,233557.01432371797
1489,251265.62068014088
1490,243809.36537217334
1491,218665.1656279457
1492,145106.27725392804
1493,189772.17630957149
1494,220549.89137510041
1495,223345.98711558824
1496,188819.48247591272
1497,201867.92926485592
1498,193479.64204339244
1499,187887.45056241678
1500,187887.45056241678
1503,145085.61533376522
1504,216801.10180095382
1505,227985.48476290514
1507,215889.7318076207
1509,130235.0904783186
1510,142330.84343360303
1511,151651.16256856246
1512,235441.74007087268
1514,208474.8003399788
1515,216801.10180095382
1516,265266.7613027429
1517,149766.43682140775
1518,206569.41267266127
1519,218665.1656279457
1521,148855.06682807463
1522,142330.84343360303
1523,123690.20516368418
1524,135785.9581189686
1525,178680.0880599448
1526,145106.27725392804
1527,140446.11768644833
1528,123690.20516368418
1529,143262.87534709898
1530,154426.59638888747
1531,123690.20516368418
1532,132057.83046498484
1533,132078.49238514766
1534,114369.88602872475
1535,132078.49238514766
1537,143242.21342693616
1538,209344.84649298628
1539,285679.1686873289
1540,234530.37007753956
1541,135785.9581189686
1542,117165.98176921258
1544,126465.63898400919
1545,126465.63898400919
1546,114369.88602872475
1547,117165.98176921258
1548,114369.88602872475
1549,128329.70281100107
1550,189792.8382297343
1551,127397.67089750513
1552,108798.35646791192
1553,123690.20516368418
1554,116233.94985571664
1555,246626.123032824
1556,134874.5881256355
1557,123690.20516368418
1558,128350.36473116389
1560,221440.59944827072
1561,208433.47649965316
1562,128350.36473116389
1563,140446.11768644833
1565,135827.28195929425
1567,167475.04317783067
1569,256899.13600144218
1570,128350.36473116389
1571,114369.88602872475
1572,137670.68386612332
1573,132969.20045831797
1575,169318.44508465973
1576,234509.70815737674
1577,225168.7271022545
1578,229849.54858989702
1579,156290.66021587935
1581,103185.50306677344
1582,131146.46047165172
1583,227985.48476290514
1584,211229.572240141
1586,142310.1815134402
1587,131146.46047165172
1588,123690.20516368418
1589,162814.88361035095
1590,128350.36473116389
1591,127418.33281766795
1592,227964.82284274232
1594,258712.22895643508
1595,115301.9179422207
1596,128371.02665132671
1597,201929.91502534438
1598,232645.64433038485
1599,124580.91323685448
1600,198139.80161087215
1601,146017.64724726116
1602,126465.63898400919
1603,129282.39664465984
1604,206528.08883233563
1605,232645.64433038485
1606,222393.29328192948
1608,235441.74007087268
1609,233557.01432371797
1610,221461.26136843354
1611,159086.75595636718
1612,240101.8996383524
1614,108757.03262758628
1615,87340.96053734241
1616,87340.96053734241
1617,87340.96053734241
1618,114369.88602872475
1619,150698.4687349037
1620,377878.69533126545
1621,126486.300904172
1622,192609.59589038495
1623,224257.35710892137
1624,222393.29328192948
1625,148834.4049079118
1626,220549.89137510041
1627,235441.74007087268
1629,209344.84649298628
1630,203711.331171685
1631,222372.63136176666
1632,218644.5037077829
1633,206548.75075249845
1634,209344.84649298628
1636,207480.7826659944
1637,232645.64433038485
1639,227985.48476290514
1641,227985.48476290514
1642,218665.1656279457
1646,226121.42093591325
1647,232645.64433038485
1650,123690.20516368418
1651,123690.20516368418
1652,99436.71349262685
1653,99436.71349262685
1654,175791.69760713234
1655,187887.45056241678
1656,175791.69760713234
1657,175791.69760713234
1658,175791.69760713234
1659,102232.80923311468
1661,329505.33054180106
1662,241965.96346534428
1663,241965.96346534428
1664,263382.03555558814
1665,241965.96346534428
1666,273655.04852420633
1667,184221.30866892147
1668,234509.70815737674
1669,237285.14197770174
1670,248490.18685981588
1671,237305.80389786456
1672,255946.44216778342
1673,316456.8837528579
1674,218665.1656279457
1675,209324.18457282346
1676,209303.52265266064
1677,240081.23771818957
1678,258721.87598810843
1679,262470.665562255
1680,206528.08883233563
1681,210256.2164863194
1682,273655.04852420633
1683,210256.2164863194
1684,212140.9422334741
1685,206548.75075249845
1686,205596.0569188397
1687,208412.81457949034
1688,211208.91031997817
1689,210276.87840648222
1693,210276.87840648222
1694,192568.2720500593
1695,211208.91031997817
1697,213072.97414697005
1698,240122.5615585152
1700,227053.4528494092
1702,233577.6762438808
1703,226121.42093591325
1704,232645.64433038485
1705,224257.35710892137
1706,244741.39728566929
1707,237305.80389786456
1708,220529.2294549376
1709,257810.5059947753
1710,235421.07815070986
1711,231713.6124168889
1712,214005.006060466
1713,232645.64433038485
1714,216801.10180095382
1715,214005.006060466
1716,142330.84343360303
1717,126486.300904172
1718,126486.300904172
1719,242897.99537884022
1720,224257.35710892137
1721,126486.300904172
1722,126486.300904172
1723,209344.84649298628
1724,222372.63136176666
1725,181404.55100827082
1726,218665.1656279457
1727,212120.2803133113
1728,218665.1656279457
1730,211229.572240141
1731,126486.300904172
1736,128350.36473116389
1739,183247.9529150999
1742,197207.7696973762
1743,186044.0486555877
1745,182387.55379376575
1746,215889.7318076207
1748,203793.97885233627
1749,227985.48476290514
1750,137670.68386612332
1752,137650.0219459605
1753,142330.84343360303
1754,215889.7318076207
1756,135785.9581189686
1757,128350.36473116389
1760,146991.00300108275
1761,174951.96040596103
1763,134895.2500457983
1764,143242.21342693616
1765,163746.9155238469
1766,239169.86772485645
1767,240081.23771818957
1768,135806.62003913143
1770,214937.03797396194
1771,133010.5242986436
1772,133010.5242986436
1773,142330.84343360303
1774,212161.60415363693
1775,117165.98176921258
1776,142310.1815134402
1777,154426.59638888747
1778,135785.9581189686
1779,149766.43682140775
1780,140466.77960661115
1781,123690.20516368418
1782,129261.73472449702
1783,197249.09353770185
1784,154426.59638888747
1785,123690.20516368418
1786,209344.84649298628
1787,197249.09353770185
1788,163746.9155238469
1789,135785.9581189686
1790,147881.71107425305
1791,192630.25781054777
1792,145126.93917409086
1793,139534.7476931152
1794,137650.0219459605
1795,151651.16256856246
1796,154426.59638888747
1797,123690.20516368418
1798,133942.55621213955
1799,135785.9581189686
1800,142330.84343360303
1801,197249.09353770185
1802,123690.20516368418
1803,126506.96282433483
1804,149766.43682140775
1805,142330.84343360303
1806,131146.46047165172
1807,194452.99779721402
1808,151651.16256856246
1809,237305.80389786456
1810,120894.10942319635
1811,200045.18927818967
1812,119962.07750970041
1813,114369.88602872475
1814,137650.0219459605
1815,138561.39193929362
1816,135785.9581189686
1817,209344.84649298628
1818,218665.1656279457
1819,123690.20516368418
1821,123690.20516368418
1822,111594.45220839974
1823,146970.34108091993
1825,200024.52735802685
1826,123690.20516368418
1827,127397.67089750513
1828,200956.5592715228
1829,126465.63898400919
1830,206548.75075249845
1831,216801.10180095382
1832,187928.77440274242
1833,194452.99779721402
1835,155348.98127071006
1836,123690.20516368418
1837,172114.54082514756
1838,123690.20516368418
1839,126465.63898400919
1840,294999.4878222884
1842,197249.09353770185
1843,137670.68386612332
1845,223345.98711558824
1846,149787.09874157057
1850,143242.21342693616
1851,114369.88602872475
1852,125554.26899067606
1853,204664.02500534375
1854,160930.15786319625
1855,141378.14959994427
1856,232645.64433038485
1857,167516.3670181563
1858,176785.71528111675
1859,200977.22119168562
1860,53859.44444365028
1861,200977.22119168562
1865,170250.47699815567
1866,214005.006060466
1867,219597.19754144165
1868,225189.3890224173
1869,225168.7271022545
1870,254061.7164206287
1871,226121.42093591325
1872,227053.4528494092
1874,128350.36473116389
1875,214005.006060466
1876,218665.1656279457
1877,214005.006060466
1878,223325.32519542542
1880,150698.4687349037
1881,237305.80389786456
1883,218665.1656279457
1885,249401.556853149
1887,218665.1656279457
1888,232645.64433038485
1889,232645.64433038485
1890,142330.84343360303
1891,112485.16028157005
1892,127418.33281766795
1893,133010.5242986436
1894,177717.7471946127
1895,145106.27725392804
1896,109709.72646124504
1897,133010.5242986436
1898,107845.66263425315
1899,127418.33281766795
1900,117165.98176921258
1901,135785.9581189686
1902,154426.59638888747
1904,145106.27725392804
1905,237305.80389786456
1906,226121.42093591325
1907,160971.4817035219
1908,102232.80923311468
1909,102232.80923311468
1910,102232.80923311468
1913,175833.02144745798
1914,135785.9581189686
1915,206528.08883233563
1916,193551.27483555424
1917,223325.32519542542
1918,149766.43682140775
1919,146970.34108091993
1920,241945.30154518146
1921,258742.53790827125
1922,227053.4528494092
1924,269926.92087022256
1925,223325.32519542542
1926,244741.39728566929
1927,137670.68386612332
1928,230781.58050339296
1929,126465.63898400919
1930,137650.0219459605
1931,145106.27725392804
1932,125554.26899067606
1933,120914.77134335917
1934,220529.2294549376
1935,214005.006060466
1936,208412.81457949034
1938,202820.62309851468
1939,133901.2323718139
1940,201867.92926485592
1941,221461.26136843354
1943,226100.75901575043
1944,309021.2903650532
1945,214916.37605379912
1947,221440.59944827072
1949,224236.69518875855
1951,205616.7188390025
1952,232645.64433038485
1953,237305.80389786456
1954,227985.48476290514
1955,137670.68386612332
1957,240081.23771818957
1959,197249.09353770185
1960,143242.21342693616
1961,126486.300904172
1962,99436.71349262685
1963,99436.71349262685
1964,172995.60186664452
1965,163695.9446518479
1966,187887.45056241678
1967,244762.0592058321
1968,239190.52964501927
1969,262450.0036420922
1970,241986.6253855071
1971,230802.24242355578
1972,248490.18685981588
1973,210297.54032664504
1974,220549.89137510041
1975,190755.1790950664
1976,251265.62068014088
1977,262491.3274824178
1978,245714.75303949087
1979,219576.53562127883
1980,291342.9929604664
1981,248469.52493965306
1982,210256.2164863194
1983,210256.2164863194
1984,199071.8335243681
1987,214916.37605379912
1988,227985.48476290514
1991,216780.439880791
1992,219597.19754144165
1994,179540.48718127894
1995,225189.3890224173
1996,231713.6124168889
1998,292275.0248739624
1999,231734.27433705173
2001,226142.08285607607
2002,222393.29328192948
2003,307115.9026977357
2004,227985.48476290514
2005,234509.70815737674
2006,220529.2294549376
2007,232645.64433038485
2008,223304.6632752626
2009,216801.10180095382
2010,215869.06988745788
2011,126486.300904172
2012,228917.51667640108
2013,214005.006060466
2014,200024.52735802685
2015,193500.30396355526
2016,214005.006060466
2017,223325.32519542542
2018,133010.5242986436
2019,137670.68386612332
2020,128350.36473116389
2021,123690.20516368418
2022,241965.96346534428
2023,206569.41267266127
2025,239190.52964501927
2026,212099.61839314847
2027,193479.64204339244
2028,193479.64204339244
2029,175791.69760713234
2032,119009.38367604165
2033,198139.80161087215
2034,175791.69760713234
2035,227053.4528494092
2036,175791.69760713234
2037,175791.69760713234
2038,199071.8335243681
2039,112464.49836140723
2041,335076.8601026139
2044,134895.2500457983
2046,211229.572240141
2047,123710.867083847
2048,128350.36473116389
2049,184241.9705890843
2051,148834.4049079118
2052,151651.16256856246
2054,126465.63898400919
2055,227985.48476290514
2056,142330.84343360303
2057,126486.300904172
2058,225210.05094258013
2059,136738.65195262738
2060,241945.30154518146
2061,151651.16256856246
2062,137670.68386612332
2063,135785.9581189686
2064,162835.54553051377
2066,241965.96346534428
2067,207501.44458615722
2068,200065.8511983525
2069,147881.71107425305
2070,109709.72646124504
2071,135785.9581189686
2072,123690.20516368418
2073,140466.77960661115
2074,138602.71577961926
2076,135785.9581189686
2077,142330.84343360303
2078,142330.84343360303
2079,209344.84649298628
2080,139514.08577295239
2081,111594.45220839974
2082,222455.27904241794
2083,123690.20516368418
2084,135785.9581189686
2085,132078.49238514766
2086,119962.07750970041
2087,120894.10942319635
2088,154426.59638888747
2089,135785.9581189686
2090,111594.45220839974
2091,212140.9422334741
2092,224236.69518875855
2093,155358.6283023834
2094,135785.9581189686
2095,209344.84649298628
2096,135785.9581189686
2097,108777.6945477491
2098,137670.68386612332
2099,149745.77490124493
2100,225230.71286274295
2101,205637.38075916533
2102,117165.98176921258
2103,144174.2453404321
2104,197249.09353770185
2105,123690.20516368418
2106,135785.9581189686
2107,185153.3405824174
2108,140446.11768644833
2109,128329.70281100107
2110,131125.7985514889
2113,114369.88602872475
2114,122758.17325018824
2115,114369.88602872475
2116,126465.63898400919
2117,200024.52735802685
2118,212120.2803133113
2119,114369.88602872475
2120,123690.20516368418
2121,172135.20274531038
2122,128329.70281100107
2124,189792.8382297343
2125,188860.80631623836
2126,197249.09353770185
2127,182357.24484192958
2128,126486.300904172
2130,111594.45220839974
2131,197249.09353770185
2133,135785.9581189686
2134,211208.91031997817
2135,147881.71107425305
2136,209344.84649298628
2137,144194.90726059492
2139,142330.84343360303
2140,131146.46047165172
2144,123690.20516368418
2145,155379.29022254623
2146,173978.60465213945
2148,138582.05385945644
2150,229849.54858989702
2151,126465.63898400919
2152,159086.75595636718
2153,131146.46047165172
2154,126465.63898400919
2155,114369.88602872475
2157,227985.48476290514
2159,232645.64433038485
2160,214005.006060466
2161,214005.006060466
2162,238237.8358113605
2163,238237.8358113605
2166,128350.36473116389
2169,216801.10180095382
2170,223325.32519542542
2173,202799.96117835186
2177,179540.48718127894
2178,242897.99537884022
2180,242877.3334586774
2181,223325.32519542542
2182,232645.64433038485
2183,222393.29328192948
2184,137670.68386612332
2185,127418.33281766795
2186,128350.36473116389
2188,134874.5881256355
2189,329525.9924619639
2190,226100.75901575043
2191,234489.04623721392
2192,132057.83046498484
2193,135785.9581189686
2194,108798.35646791192
2195,143242.21342693616
2196,125554.26899067606
2197,130214.42855815578
2198,221440.59944827072
2199,200977.22119168562
2200,141378.14959994427
2201,126486.300904172
2202,203752.65501201063
2206,153494.56447539153
2207,148875.72874823745
2208,218665.1656279457
2209,205616.7188390025
2210,102232.80923311468
2211,126465.63898400919
2212,123690.20516368418
2213,109730.38838140786
2214,137670.68386612332
2215,135785.9581189686
2216,211229.572240141
2217,154426.59638888747
2218,135785.9581189686
2219,128329.70281100107
2220,123690.20516368418
2221,206528.08883233563
2222,206528.08883233563
2225,212161.60415363693
2226,222393.29328192948
2227,204664.02500534375
2228,222393.29328192948
2229,253150.3464272956
2230,221461.26136843354
2231,228917.51667640108
2232,223325.32519542542
2233,240101.8996383524
2234,229849.54858989702
2236,227053.4528494092
2237,232645.64433038485
2238,255925.7802476206
2239,151630.50064839964
2240,195343.70587038432
2241,207573.07737831902
2243,179540.48718127894
2244,99436.71349262685
2245,111532.46644791128
2247,172995.60186664452
